CCN,ADDRESS LINE 1,CITY,STATE,ZIP CODE,lat,lon,lat_google,lon_google,updated_by_google
227504,750 W CENTER ST,WEST BRIDGEWATER,MA,02379,42.0106551,-71.052984,,,False
307031,101 BOULDER POINT DR,PLYMOUTH,NH,03264,43.7688168,-71.7397583,,,False
297170,3017 W CHARLESTON BLVD,LAS VEGAS,NV,89102,36.1587992,-115.1820927,,,False
157430,798 N 16TH ST,NEW CASTLE,IN,47362,39.93986,-85.364959,,,False
117069,600 CHANDLER ST,HARTWELL,GA,30643,34.3617064,-82.9351639,,,False
057497,3250 WILSHIRE BLVD,LOS ANGELES,CA,90010,34.0616212,-118.2934149,,,False
059173,650 W DUARTE RD,ARCADIA,CA,91007,34.1263736,-118.0522483,,,False
267185,1422 S SAM HOUSTON BLVD,HOUSTON,MO,65483,37.3121199,-91.9606443,,,False
477003,600 GRANGER RD,BARRE,VT,05641,44.2141951,-72.5615049,,,False
227101,200 MILL ROAD,FAIRHAVEN,MA,02719,41.6506295,-70.8813199,,,False
267612,926 HEMSATH RD,SAINT CHARLES,MO,63303,38.7555231,-90.5375677,,,False
367076,575 OTTAWA GLANDORF RD,OTTAWA,OH,45875,41.022024,-84.064042,,,False
059221,1935 CHICAGO AVE,RIVERSIDE,CA,92507,33.9941057,-117.348525,,,False
307021,4 ALUMNI DR,EXETER,NH,03833,42.9847779,-70.9328337,,,False
307000,30 PILLSBURY ST,CONCORD,NH,03301,43.191865,-71.534061,,,False
457761,4310 BUFFALO GAP RD,ABILENE,TX,79606,32.4008404,-99.7623457,,,False
477000,1110 PRIM RD,COLCHESTER,VT,05446,44.5383959,-73.2462362,,,False
047087,501 E SHERMAN,HARRISON,AR,72601,36.240905,-93.101637,,,False
157015,400 8TH AVE,TERRE HAUTE,IN,47804,39.48483,-87.412659,,,False
067463,8865 LONGS PEAK CIR,WINDSOR,CO,80550,40.4376767,-104.9487038,,,False
397083,4259 W SWAMP RD,DOYLESTOWN,PA,18902,40.3293811,-75.1307468,,,False
059185,805 E BROADWAY,GLENDALE,CA,91205,34.1464027,-118.24541,,,False
747098,5227 READING RD,ROSENBERG,TX,77471,29.5526183,-95.773546,,,False
047338,30 RYAN RD,COTTER,AR,72626,36.2854785,-92.5145071,,,False
147450,106 N EAST ST,CAMBRIDGE,IL,61238,41.3029091,-90.1943942,,,False
267246,35629 HIGHWAY 72,SALEM,MO,65560,37.6604427,-91.5692287,37.6604427,-91.5692287,True
239064,26771 W 12 MILE RD,SOUTHFIELD,MI,48034,42.5003713,-83.3116567,,,False
239146,G 5245 WEST PIERSON RD 1,FLUSHING,MI,48433,43.0598774,-83.78209,43.0598774,-83.78209,True
267069,2303 S HIGHWAY 65,MARSHALL,MO,65340,39.0908148,-93.2133345,39.0908148,-93.2133345,True
147694,5 BROADWAY PLAZA,SPARTA,IL,62286,38.12344410000001,-89.7015479,38.12344410000001,-89.7015479,True
167077,402 2ND AVE SE,CRESCO,IA,52136,43.3711851,-92.1113015,,,False
267160,921 E 34TH ST,JOPLIN,MO,64804,37.0509404,-94.5040438,,,False
347185,1007 LEXINGTON AVE,THOMASVILLE,NC,27360,35.882086,-80.1046428,,,False
059133,4195 VALLEY FAIR ST,SIMI VALLEY,CA,93063,34.2725723,-118.7131326,,,False
057053,74 N PASADENA AVE,PASADENA,CA,91103,34.1470349,-118.1540505,,,False
557037,1830 CALIFORNIA AVE,CORONA,CA,92881,33.8581182,-117.5391341,,,False
057794,12254 BELLFLOWER BLVD,DOWNEY,CA,90242,33.9214348,-118.1246542,,,False
057799,17542 17TH ST,TUSTIN,CA,92780,33.759045,-117.8260804,,,False
109056,6720 TAFT ST,HOLLYWOOD,FL,33024,26.0244365,-80.2227354,,,False
197206,200 WEST 134TH PLACE,CUT OFF,LA,70345,29.4565373,-90.3117681,,,False
267282,4601 HIGHWAY MM,HANNIBAL,MO,63401,39.7029875,-91.4354204,39.7029875,-91.4354204,True
187044,1953 SCOTTSVILLE RD,BOWLING GREEN,KY,42104,36.9635344,-86.4312936,,,False
239079,4045 W 13 MILE RD,ROYAL OAK,MI,48073,42.517514,-83.1980492,,,False
297096,2865S JONES BLVD,LAS VEGAS,NV,89146,36.1372768,-115.2256326,36.1372768,-115.2256326,True
477010,161 SHERMAN DR,ST JOHNSBURY,VT,05819,44.447444,-72.0127399,,,False
058049,6404 WILSHIRE BLVD,LOS ANGELES,CA,90048,34.0636867,-118.3684773,,,False
058078,2525 CHERRY AVE,SIGNAL HILL,CA,90755,33.8029648,-118.1674997,,,False
367569,660 LINCOLN AVE,CINCINNATI,OH,45206,39.1329534,-84.493254,,,False
117306,7290 N LAKE DR,COLUMBUS,GA,31909,32.5042307,-84.9618605,,,False
679186,3721 BRIARPARK DR,HOUSTON,TX,77042,29.723528,-95.5489793,,,False
157230,3536 WASHINGTON BLVD,INDIANAPOLIS,IN,46205,39.8788753,-86.1524122,,,False
058056,611 S CATALINA ST,LOS ANGELES,CA,90005,34.0633115,-118.2954634,,,False
327126,2293 DIVOT AVE,LAS CRUCES,NM,88001,32.3143284,-106.7537234,,,False
058111,266 MONTEREY RD,SOUTH PASADENA,CA,91030,34.1113696,-118.170744,,,False
377206,407 E CHEROKEE AVE,MCALESTER,OK,74501,34.9289531,-95.7652661,,,False
377724,4519 S PARK DR,BROKEN BOW,OK,74728,34.0260569,-94.7395856,,,False
747110,1006 E 6TH ST,ALICE,TX,78332,27.7560096,-98.066619,,,False
017091,1207 STATE ST,GREENSBORO,AL,36744,32.6986882,-87.5845086,,,False
747323,811 SOUTH CENTRAL EXPRESSWAY,RICHARDSON,TX,75080,32.9411435,-96.7452601,,,False
109065,10250 SW 56TH ST,MIAMI,FL,33165,25.7152441,-80.3602809,,,False
157611,2834 45TH ST.,HIGHLAND,IN,46322,41.5373978,-87.4611039,,,False
377734,425 W WILSHIRE BLVD,OKLAHOMA CITY,OK,73116,35.5512039,-97.5212867,,,False
157536,303 E 89TH AVE,MERRILLVILLE,IN,46410,41.4571482,-87.3313834,,,False
059102,2149 E GARVEY AVE N,WEST COVINA,CA,91791,34.0725382,-117.8999013,,,False
247168,501 S MAPLE ST,WACONIA,MN,55387,44.844492,-93.790644,,,False
239018,12815 NORTHLINE RD,SOUTHGATE,MI,48195,42.2135238,-83.1824369,,,False
237796,2035 HOGBACK RD,ANN ARBOR,MI,48105,42.2592163,-83.6804133,,,False
117309,906 5TH STREET NORTH SUITE F6,CORDELE,GA,31015,31.977913,-83.778966,31.977913,-83.778966,True
417061,433 ELMWOOD AVE,PROVIDENCE,RI,02907,41.800322,-71.426729,,,False
557490,596N LAKE AVE 100,PASADENA,CA,91101,34.1563093,-118.132132,34.1563093,-118.132132,True
747313,10707 FUQUA GLEN LN,HOUSTON,TX,77075,29.6102595,-95.2558682,,,False
377726,900 E HARTFORD AVE,PONCA CITY,OK,74601,36.7240337,-97.0737341,,,False
557791,801 W VALLEY BLVD,ALHAMBRA,CA,91803,34.078147,-118.131899,,,False
557763,11829 SOUTH ST,CERRITOS,CA,90703,33.8585429,-118.0811681,,,False
057495,270 W BADILLO ST,COVINA,CA,91723,34.0862071,-117.8937844,,,False
447408,800 SOUTH JAMES CAMPBELL BLVD,COLUMBIA,TN,38401,35.59726,-87.057843,,,False
557038,124 S COLLEGE DR,SANTA MARIA,CA,93454,34.9545062,-120.4248876,,,False
059100,3550 WILSHIRE BLVD,LOS ANGELES,CA,90010,34.061646,-118.302929,,,False
527001,11333W NATIONAL AVE,WEST ALLIS,WI,53227,42.9894466,-88.0533522,42.9894466,-88.0533522,True
527302,931 DISCOVERY RD,GREEN BAY,WI,54311,44.4842511,-87.9253086,,,False
679177,412 S KAUFMAN ST,NEWTON,TX,75966,30.8491919,-93.7616129,,,False
197240,1821 FRANKLIN AVE,GRETNA,LA,70053,29.9201148,-90.0496974,,,False
557740,8671 WILSHIRE BLVD,BEVERLY HILLS,CA,90211,34.066358,-118.380562,,,False
377733,2448 E 81ST ST,TULSA,OK,74137,36.042795,-95.9534996,,,False
077200,14 WESTPORT AVE,NORWALK,CT,06851,41.120879,-73.4061421,41.120879,-73.4061421,True
747330,1003 S VIRGINIA ST,TERRELL,TX,75160,32.7280231,-96.2766919,,,False
557005,1718 E ARTESIA BLVD,LONG BEACH,CA,90805,33.8745495,-118.1716433,,,False
109207,7552 NAVARRE PARKWAY,NAVARRE,FL,32566,30.4037634,-86.9061387,,,False
557684,1128 E ROUTE 66,GLENDORA,CA,91740,34.1286555,-117.8459376,,,False
058053,1815 E WORKMAN AVE,WEST COVINA,CA,91791,34.0755834,-117.9070711,,,False
239034,29698 DEQUINDRE RD,WARREN,MI,48092,42.5110141,-83.0857665,,,False
217131,5901 HOLABIRD AVE,BALTIMORE,MD,21224,39.27198,-76.545113,,,False
059010,253 GRANADA DR D,SAN LUIS OBISPO,CA,93401,35.2509726,-120.6669701,35.2509726,-120.6669701,True
347179,2920 HIGHWOODS BLVD,RALEIGH,NC,27604,35.8199652,-78.6022605,,,False
447201,123 PICKWICK STREET,SAVANNAH,TN,38372,35.2264117,-88.2459975,,,False
337436,4770 WHITE PLAINS RD 2,BRONX,NY,10470,40.9052976,-73.84903709999999,40.9052976,-73.84903709999999,True
239013,2200 N CANTON CENTER RD,CANTON,MI,48187,42.3179965,-83.4875973,,,False
357014,2401 DEMERS AVE,GRAND FORKS,ND,58201,47.916059,-97.0611077,,,False
287101,2319 N LINCOLN AVE,YORK,NE,68467,40.8844973,-97.5928487,,,False
368246,14077 CEDAR RD,SOUTH EUCLID,OH,44118,41.5016691,-81.5332272,,,False
239017,4415 METROPOLITAN PKWY,STERLING HEIGHTS,MI,48310,42.564883,-83.0654697,,,False
239032,3501 LAKE EASTBROOK BLVD SE,GRAND RAPIDS,MI,49546,42.9178975,-85.5800364,,,False
059178,644 W BROADWAY,GLENDALE,CA,91204,34.1466971,-118.268623,,,False
227513,1 KIDDIE DR,AVON,MA,02322,42.1301504,-71.0571849,,,False
557514,10550 SEPULVEDA BLVD,MISSION HILLS,CA,91345,34.2624584,-118.4669231,,,False
059165,3314 W BURBANK BLVD,BURBANK,CA,91505,34.1755934,-118.3468389,34.1755934,-118.3468389,True
107725,1000 RIVERSIDE AVE,JACKSONVILLE,FL,32204,30.3141397,-81.6779846,,,False
147416,2300 WARRENVILLE RD,DOWNERS GROVE,IL,60515,41.8071707,-88.0387262,,,False
109449,5800 NW 39TH AVE,GAINESVILLE,FL,32606,29.6887284,-82.390085,,,False
747296,313 W VILLAGE BLVD,LAREDO,TX,78041,27.5661001,-99.4966901,,,False
227510,1778 WASHINGTON ST,STOUGHTON,MA,02072,42.0973375,-71.0952177,,,False
059499,1200S DIAMOND BAR BLVD 213,DIAMOND BAR,CA,91765,34.0004384,-117.8107827,34.0004384,-117.8107827,True
109458,630 N MAITLAND AVE,MAITLAND,FL,32751,28.6336379,-81.3655874,,,False
109244,10 FAIRWAY DR,DEERFIELD BEACH,FL,33441,26.3187071,-80.1104734,,,False
447131,1101 NEAL ST,COOKEVILLE,TN,38501,36.1451766,-85.4826291,,,False
109167,2555 COLLINS AVE,MIAMI BEACH,FL,33140,25.8017513,-80.1257004,,,False
747061,434 PARK GROVE LN,KATY,TX,77450,29.7789641,-95.7503503,29.7789641,-95.7503503,True
747341,1904 E GRIFFIN PKWY,MISSION,TX,78572,26.2255072,-98.2938936,,,False
109177,8961 HYPOLUXO RD,LAKE WORTH,FL,33467,26.5681598,-80.1884219,26.5681598,-80.1884219,True
157124,1720 LAFAYETTE RD,CRAWFORDSVILLE,IN,47933,40.0674617,-86.9050709,40.0674617,-86.9050709,True
377667,403 W CARL ALBERT PKWY,MCALESTER,OK,74501,34.934988,-95.7758547,,,False
247282,2429 UNIVERSITY AVE W,SAINT PAUL,MN,55114,44.9648033,-93.1988689,,,False
377090,901 E VAN BUREN AVE,MCALESTER,OK,74501,34.936002,-95.748403,,,False
679167,6500 WEST FWY,FORT WORTH,TX,76116,32.735543,-97.4290822,,,False
747095,3500 W DAVIS ST,CONROE,TX,77304,30.322454,-95.488606,,,False
197426,1008 JULIA ST,RAYVILLE,LA,71269,32.472763,-91.7590709,,,False
247137,520 1ST ST NE,SARTELL,MN,56377,45.6170957,-94.1899108,,,False
067161,1000 W 8TH AVE,YUMA,CO,80759,40.1200338,-102.7370081,,,False
059054,187 E WILBUR RD,THOUSAND OAKS,CA,91360,34.1860393,-118.8708341,,,False
057657,5805 SEPULVEDA BLVD,VAN NUYS,CA,91411,34.1759266,-118.4662691,,,False
747254,1505 CALLE DEL NORTE,LAREDO,TX,78041,27.5561723,-99.4812037,,,False
059009,1525 MCCARTHY BLVD,MILPITAS,CA,95035,37.407162,-121.919983,,,False
059158,415 E HARVARD ST,GLENDALE,CA,91205,34.1447152,-118.2506136,,,False
148027,3590 HOBSON RD,WOODRIDGE,IL,60517,41.7598329,-88.0697065,,,False
239272,33060 NORTHWESTERN HWY,WEST BLOOMFIELD,MI,48322,42.528967,-83.3593614,,,False
109330,10689 NORTH KENDALL DRIVE,MIAMI,FL,33176,25.6874272,-80.3654302,,,False
747278,15415 WAUMSLEY WAY,SUGAR LAND,TX,77498,29.6743754,-95.6597426,29.6743754,-95.6597426,True
109400,6971 N FEDERAL HWY,BOCA RATON,FL,33487,26.3874051,-80.0764527,,,False
148098,1000 N MILWAUKEE AVE,CHICAGO,IL,60642,41.900127,-87.661601,,,False
077250,567 NEW PARK AVE,WEST HARTFORD,CT,06110,41.7426109,-72.7166322,,,False
109387,8603 S. DIXIE HWY,PINECREST,FL,33156,25.6902179,-80.306007,,,False
239054,31868 NORTHWESTERN HWY,FARMINGTON HILLS,MI,48334,42.5208935,-83.3438652,,,False
059256,1616 VICTORY BLVD,GLENDALE,CA,91201,34.1599303,-118.2992792,,,False
239108,20600 EUREKA RD,TAYLOR,MI,48180,42.1988274,-83.236611,,,False
059233,221 W ALAMEDA AVE,BURBANK,CA,91502,34.1687851,-118.3059895,,,False
368266,2700 E DUBLIN GRANVILLE RD,COLUMBUS,OH,43231,40.0847265,-82.9457951,,,False
059271,6501 FOOTHILL BLVD,TUJUNGA,CA,91042,34.245017,-118.273359,,,False
059139,212 N GLENDALE AVE,GLENDALE,CA,91206,34.148429,-118.2462171,,,False
109338,11300 4TH ST N,ST PETERSBURG,FL,33716,27.87402,-82.638878,,,False
037264,2505 HUALAPAI MOUNTAIN RD,KINGMAN,AZ,86401,35.1916317,-114.0194901,,,False
109361,6107 MEMORIAL HWY,TAMPA,FL,33615,27.974086,-82.550283,,,False
377048,4401 W MEMORIAL RD,OKLAHOMA CITY,OK,73134,35.610342,-97.600737,,,False
297164,8760 S MARYLAND PKWY,LAS VEGAS,NV,89123,36.0305628,-115.1362605,,,False
109332,5575S SEMORAN BLVD 38,ORLANDO,FL,32822,28.4817939,-81.3073835,28.4817939,-81.3073835,True
287052,825 CENTENNIAL DR,CHADRON,NE,69337,42.8225405,-103.0142773,,,False
347206,729 VINEYARDS XING,LEXINGTON,NC,27295,35.8396294,-80.2848686,,,False
377418,1801 W 3RD ST,ELK CITY,OK,73644,35.4137342,-99.4257911,,,False
148131,7370 N LINCOLN AVE,LINCOLNWOOD,IL,60712,41.9976978,-87.7191464,,,False
109108,4760 E STATE ROAD 64,BRADENTON,FL,34208,27.4959693,-82.5034465,27.4959693,-82.5034465,True
117062,475 REED RD,DALTON,GA,30720,34.8024245,-84.9738779,,,False
317093,3000 ESSEX RD,TINTON FALLS,NJ,07753,40.2247085,-74.090213,,,False
147937,1580 N NORTHWEST HWY,PARK RIDGE,IL,60068,42.0344284,-87.8644485,,,False
747266,310 E-I30,GARLAND,TX,75043,32.8476744,-96.5747855,32.8476744,-96.5747855,True
059342,2116 WILSHIRE BLVD,SANTA MONICA,CA,90403,34.0320789,-118.4820322,,,False
059187,22148 SHERMAN WAY,CANOGA PARK,CA,91303,34.2009265,-118.6091888,,,False
557068,4501 BROADWAY,OAKLAND,CA,94611,37.8336012,-122.2541238,,,False
239158,6751 DIXIE HWY,CLARKSTON,MI,48346,42.7204325,-83.4192187,42.7204325,-83.4192187,True
047083,2843 PRINCE STREET,CONWAY,AR,72034,35.092199,-92.469808,,,False
058301,924 BUENA VISTA ST,DUARTE,CA,91010,34.1418332,-117.977447,,,False
117023,618 ORANGE ST,MACON,GA,31201,32.8369576,-83.6385932,,,False
557012,200 MUIR RD,MARTINEZ,CA,94553,37.9925517,-122.1104255,,,False
307013,186 WAUKEWAN ST,MEREDITH,NH,03253,43.6430656,-71.5247685,,,False
059147,209E ALAMEDA AVE 203,BURBANK,CA,91502,34.1847406,-118.290032,34.1847406,-118.290032,True
387007,2701 NW VAUGHN ST,PORTLAND,OR,97210,45.5374778,-122.7079451,,,False
239087,27680 FRANKLIN RD,SOUTHFIELD,MI,48034,42.4914132,-83.2972465,,,False
059120,21800 OXNARD ST,WOODLAND HILLS,CA,91367,34.1786994,-118.6028411,,,False
047030,709 E 8TH AVE,PINE BLUFF,AR,71601,34.2217968,-91.9974605,,,False
239123,26160 VAN DYKE AVE,CENTER LINE,MI,48015,42.485599,-83.0274302,,,False
059257,1711 W TEMPLE ST,LOS ANGELES,CA,90026,34.0694226,-118.2636071,,,False
109509,6003 HONORE AVE,SARASOTA,FL,34238,27.2667155,-82.464138,,,False
459303,10803 GULFDALE ST,SAN ANTONIO,TX,78216,29.539197,-98.4913252,,,False
507034,380 CHASE AVE,WALLA WALLA,WA,99362,46.06057269999999,-118.3415509,46.06057269999999,-118.3415509,True
147088,1501 MCPHERSON AVE,MOUNT VERNON,IL,62864,38.323053,-88.908747,,,False
047306,110 E GAINES ST,MONTICELLO,AR,71655,33.6287603,-91.7903366,33.6287603,-91.7903366,True
527159,231A KEEL CT,STURGEON BAY,WI,54235,44.8075687,-87.3780559,,,False
109485,4901 NW 17TH WAY,FORT LAUDERDALE,FL,33309,26.187566,-80.165753,,,False
227523,1707 GAR HWY,SWANSEA,MA,02777,41.7576139,-71.2460493,,,False
467250,1133 N MAIN ST,LAYTON,UT,84041,41.0768173,-111.9841541,41.0768173,-111.9841541,True
207051A,43 SOUTH LUBEC ROAD,LUBEC,ME,04652,44.8459807,-66.9993658,,,False
527113,239 TROWBRIDGE DR,FOND DU LAC,WI,54937,43.7452587,-88.4780665,,,False
109269,8660 COLLEGE PARKWAY,FORT MYERS,FL,33919,26.5572945,-81.8984954,26.5572945,-81.8984954,True
527184,4639 HAMMERSLEY RD,MADISON,WI,53711,43.038971,-89.4591281,,,False
237172,22500 METRO PKWY,CLINTON TOWNSHIP,MI,48035,42.569374,-82.890635,,,False
368322,5333 NORTHFIELD RD,BEDFORD HEIGHTS,OH,44146,41.4254658,-81.5266547,,,False
109406,7411 114TH AVE,LARGO,FL,33773,27.8762449,-82.741242,,,False
077097A,32 S MAIN ST,PUTNAM,CT,06260,41.9138684,-71.9071015,41.9138684,-71.9071015,True
237405,100 E MICHIGAN AVE,JACKSON,MI,49201,42.2480447,-84.4054719,,,False
059213,4741 LAUREL CANYON BLVD,VALLEY VILLAGE,CA,91607,34.1565644,-118.3965806,,,False
239070,30600 NORTHWESTERN HWY,FARMINGTON HILLS,MI,48334,42.5120151,-83.3273864,,,False
109143,1501 CORPORATE DR,BOYNTON BEACH,FL,33426,26.5109555,-80.077895,,,False
457656,1700 COGDELL BLVD,SNYDER,TX,79549,32.6874145,-100.9173067,,,False
527177,619 N 35TH ST,MILWAUKEE,WI,53208,43.0380909,-87.9581048,,,False
137068,929 NW 16TH ST,FRUITLAND,ID,83619,44.0252772,-116.9249943,,,False
017171,1015 1ST AVE SW,CULLMAN,AL,35055,34.1659848,-86.8358647,,,False
107614,5650 BRECKENRIDGE PARK DR,TAMPA,FL,33610,27.9973935,-82.359966,,,False
109383,13335 SW 124TH ST,MIAMI,FL,33186,25.6529039,-80.4110391,,,False
148235,195 N HARBOR DRIVE,CHICAGO,IL,60601,41.8856718,-87.614711,,,False
109505,12855 SW 132ND ST,MIAMI,FL,33186,25.6458292,-80.4025918,,,False
747141,1700 ALMA DR,PLANO,TX,75075,33.023135,-96.716266,,,False
109290,13595 SW 134TH AVE,MIAMI,FL,33186,25.6417651,-80.410154,,,False
398100,8765 STENTON AVE,WYNDMOOR,PA,19038,40.0746657,-75.1916802,,,False
239055,5901 CHASE RD 210,DEARBORN,MI,48126,42.3321365,-83.1864238,42.3321365,-83.1864238,True
157158,950 N MERIDIAN ST,INDIANAPOLIS,IN,46204,39.7807424,-86.1589993,,,False
747327,777 SOUTH CENTRAL EXPRESSWAY,RICHARDSON,TX,75080,32.9425779,-96.7432233,,,False
239107,739 E 12 MILE RD,MADISON HEIGHTS,MI,48071,42.5049699,-83.0996874,,,False
227520,35 WINTER ST,HYANNIS,MA,02601,41.6528525,-70.2865432,,,False
109324,4121 NW 5TH ST,PLANTATION,FL,33317,26.128375,-80.2034384,,,False
059129,735 TANK FARM RD 135,SAN LUIS OBISPO,CA,93401,35.2481212,-120.6415459,35.2481212,-120.6415459,True
317079,972 SHOPPES BLVD,NORTH BRUNSWICK,NJ,08902,40.4605443,-74.45571199999999,40.4605443,-74.45571199999999,True
747217,4304 HARE ST,HOUSTON,TX,77020,29.7691728,-95.327464,,,False
458129,1805 RUTHERFORD LN,AUSTIN,TX,78754,30.3358915,-97.6810903,,,False
679327,4700 E UNIVERSITY BLVD,ODESSA,TX,79762,31.8800855,-102.326784,,,False
017116,500 HOSPITAL DR,WETUMPKA,AL,36092,32.5526513,-86.1861954,,,False
239074,16250 NORTHLAND DR,SOUTHFIELD,MI,48075,42.4449803,-83.2107918,,,False
037192,1380 S CASTLE DOME AVE,YUMA,AZ,85365,32.701928,-114.6075121,,,False
109488,1111 PARK CENTRE BLVD,MIAMI GARDENS,FL,33169,25.9297121,-80.219938,,,False
239113,29226 ORCHARD LAKE RD,FARMINGTON HILLS,MI,48334,42.5115843,-83.3591473,,,False
059207,23361 EL TORO RD,LAKE FOREST,CA,92630,33.6239626,-117.6970983,,,False
067295,401 KENDALL DRIVE,LAMAR,CO,81052,38.0702066,-102.6108103,,,False
679474,2300 GREENHILL DR.,ROUND ROCK,TX,78664,30.5335872,-97.6812868,,,False
148091,2622 W PETERSON AVE,CHICAGO,IL,60659,41.9906833,-87.6955207,,,False
327208,189 HOWARD PLACE,LAS CRUCES,NM,88011,32.3252396,-106.7332145,,,False
377574,750 E MAIN ST,TISHOMINGO,OK,73460,34.2307194,-96.6705072,,,False
109502,1620 W. OAKLAND PARK BLVD.,OAKLAND PARK,FL,33311,26.1663188,-80.1535678,,,False
059304,640 S SUNSET AVE,WEST COVINA,CA,91790,34.0698181,-117.9374179,,,False
227027,62 CENTER ST,FAIRHAVEN,MA,02719,41.6366343,-70.9010183,,,False
267618,700 NW ARGOSY PKWY,RIVERSIDE,MO,64150,39.16376,-94.617802,,,False
297186,6767 W CHARLESTON BLVD,LAS VEGAS,NV,89146,36.1579717,-115.2421719,,,False
017089,5788 AL HIGHWAY 157,CULLMAN,AL,35058,34.3203835,-87.0004486,,,False
397272,1409 N MARKET ST,BERWICK,PA,18603,41.0671967,-76.2462913,,,False
747486,8833 TALTON ST,HOUSTON,TX,77078,29.8440045,-95.2607772,,,False
747573,801 E CAMPBELL RD,RICHARDSON,TX,75081,32.9761063,-96.7103708,,,False
109607,723 E COLONIAL DR,ORLANDO,FL,32803,28.5532675,-81.3682532,,,False
747291,9535 FOREST LN,DALLAS,TX,75243,32.9111977,-96.7292258,,,False
747267,17430 CAMPBELL RD,DALLAS,TX,75252,32.9906924,-96.806736,,,False
059415,9320 BASELINE RD,RANCHO CUCAMONGA,CA,91701,34.121625,-117.6019945,,,False
747269,5205 AZTEC DR,THE COLONY,TX,75056,33.0812923,-96.8791657,,,False
148151,1315 MACOM DR,NAPERVILLE,IL,60564,41.7309015,-88.2078261,,,False
307017,7 EXECUTIVE PARK DRIVE,MERRIMACK,NH,03054,42.843256,-71.4969237,,,False
417067,95 CEDAR ST,PROVIDENCE,RI,02903,41.8244332,-71.4207798,,,False
197742,114 NORTH 11TH STREET,OAKDALE,LA,71639,30.8160795,-92.6607322,,,False
347308,705B WESLEY PINES RD,LUMBERTON,NC,28358,34.656728,-78.9978136,,,False
059209,2312 W VICTORY BLVD,BURBANK,CA,91506,34.1837732,-118.3231921,,,False
239143,21701 W 11 MILE RD,SOUTHFIELD,MI,48076,42.4869755,-83.2583995,,,False
367587,250 MANOR DR,PERRYSBURG,OH,43551,41.5536858,-83.6018779,,,False
109388,9380 SW 72ND ST,MIAMI,FL,33173,25.7009287,-80.3459229,,,False
059346,116 N ARTSAKH ST,GLENDALE,CA,91206,34.1467909,-118.2538433,34.1467909,-118.2538433,True
337413,330 CONKLIN ST,FARMINGDALE,NY,11735,40.7325203,-73.4465432,,,False
368151,43 E 4TH ST,MANSFIELD,OH,44902,40.761035,-82.514057,,,False
067449,910 PINON RANCH VW,COLORADO SPRINGS,CO,80907,38.9016942,-104.8443662,38.9016942,-104.8443662,True
747099,3130 GATEWAY BLVD E,EL PASO,TX,79905,31.7775046,-106.4579334,,,False
108002,410 S WARE BLVD,TAMPA,FL,33619,27.9468263,-82.3466421,27.9468263,-82.3466421,True
377011,931 ARLINGTON ST,ADA,OK,74820,34.7816711,-96.6717381,,,False
248110,615 FIRST STREET NORTH,COLD SPRING,MN,56320,45.465131,-94.425833,45.465131,-94.425833,True
037015,525 W BROWN RD,MESA,AZ,85201,33.4334942,-111.8429136,,,False
207075,1028 STILLWATER AVE,BANGOR,ME,04401,44.8424391,-68.7438727,,,False
059236,255N EL CIELO RD C308,PALM SPRINGS,CA,92262,33.8256236,-116.5116763,33.8256236,-116.5116763,True
059258,31080 UNION CITY BLVD,UNION CITY,CA,94587,37.5957608,-122.0803597,,,False
059327,2120 FOOTHILL BLVD,LA VERNE,CA,91750,34.1130644,-117.7647421,,,False
167151,2740 1ST AVE NE,CEDAR RAPIDS,IA,52402,42.0041337,-91.6348653,,,False
459442,2901 WILCREST DR,HOUSTON,TX,77042,29.7326617,-95.571795,,,False
059145,6850 REGIONAL ST,DUBLIN,CA,94568,37.7019294,-121.9336456,,,False
148228,7670 PLAZA CT,WILLOWBROOK,IL,60527,41.7502723,-87.9372708,,,False
377738,700 W FORT WORTH ST,BROKEN ARROW,OK,74012,36.048624,-95.797642,,,False
239144,23370 COMMERCE DR,FARMINGTON HILLS,MI,48335,42.4619351,-83.4280876,,,False
109594,2 S UNIVERSITY DR,PLANTATION,FL,33324,26.1145809,-80.250519,,,False
287137,806 HOGAN DR,PAPILLION,NE,68046,41.1649402,-96.0354639,,,False
307084,213 ROCKINGHAM RD,LONDONDERRY,NH,03053,42.9142577,-71.3891065,,,False
407033,6 CALLE LA CRUZ,JUANA DIAZ,PR,00795,18.0473367,-66.5063697,18.0473367,-66.5063697,True
377400,106 1/2 HARRISON STREET,CUSHING,OK,74023,35.9802896,-96.7713138,35.9802896,-96.7713138,True
239140,30445 NORTHWESTERN HWY,FARMINGTON HILLS,MI,48334,42.5104489,-83.3271602,,,False
673137,1021 E SOUTHEAST LOOP 323,TYLER,TX,75701,32.3029011,-95.2895713,,,False
747339,379 INDUSTRIAL,WILLS POINT,TX,75169,32.7028608,-95.9660096,,,False
507119,10410 E 9TH AVE,SPOKANE VALLEY,WA,99206,47.6486696,-117.2653941,,,False
247124,401 PRAIRIE AVE NE,STAPLES,MN,56479,46.37586,-94.794349,,,False
207021A,10 WATER ST,WATERVILLE,ME,04901,44.5462811,-69.6300491,,,False
239216,31201 CHICAGO RD S,WARREN,MI,48093,42.5224367,-83.021758,,,False
148139,8930 WAUKEGAN RD.,MORTON GROVE,IL,60053,42.0435434,-87.7992923,,,False
059287,14431 HAMLIN ST,VAN NUYS,CA,91401,34.1887497,-118.447259,,,False
