"ENROLLMENT ID","ENROLLMENT STATE","PROVIDER TYPE CODE","PROVIDER TYPE TEXT",NPI,"MULTIPLE NPI FLAG",CCN,"ASSOCIATE ID","ORGANIZATION NAME","DOING BUSINESS AS NAME","INCORPORATION DATE","INCORPORATION STATE","ORGANIZATION TYPE STRUCTURE","ORGANIZATION OTHER TYPE TEXT",PROPRIETARY_NONPROFIT,"ADDRESS LINE 1","ADDRESS LINE 2",CITY,STATE,"ZIP CODE","PRACTICE LOCATION TYPE","LOCATION OTHER TYPE TEXT"
O20021202000027,ME,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1255362943,N,207038,7618884529,"CENTERWELL CERTIFIED HEALTHCARE CORP","CENTERWELL HOME HEALTH",1983-04-19,DE,CORPORATION,"",P,"51 BAXTER BLVD","",PORTLAND,ME,041011801,"",""
O20021202000028,PA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1811012693,N,397754,3779491022,"COMFORT HOME CARE, INC.","COMFORT HOME CARE",2000-12-15,PA,CORPORATION,"",P,"826 BUSTLETON PIKE","STE 104","FEASTERVILLE TREVOSE",PA,190536002,"",""
O20021202000040,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1609853142,N,058203,6002724358,"HERALDS HOME HEALTH","",2002-11-06,CA,CORPORATION,"",P,"13047 ARTESIA BLVD","STE C200 1/2",CERRITOS,CA,907035700,"",""
O20021204000006,PA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1275589566,N,397564,2365350527,"IN-HOME CARE SERVICES LLC","ADVANTAGE HOME HEALTH SERVICES CENTRAL",1987-04-09,PA,LLC,"",P,"1368 S ATHERTON ST","","STATE COLLEGE",PA,168016203,"",""
O20021204000007,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1922022532,N,058253,9537077797,"ALLEGIANCE HOME HEALTH, INC.","",2002-10-23,CA,CORPORATION,"",P,"801 S GARFIELD AVE","STE 238",ALHAMBRA,CA,918014485,"HHA BRANCH",""
O20021204000008,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1578561791,N,058262,0446168603,"GOLDEN AGE HOME HEALTHCARE INC.","",2002-04-02,CA,CORPORATION,"",P,"9029 RESEDA BLVD","STE 101",NORTHRIDGE,CA,913243932,"HHA BRANCH",""
O20021204000009,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1851343826,N,058164,2264340421,"VISION HOME HEALTH CARE INC.","VISION HOME HEALTH AND HOSPICE CARE",2002-07-12,CA,CORPORATION,"",P,"5750 DIVISION ST","STE 206",RIVERSIDE,CA,925063260,"",""
O20021205000017,PR,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1295713808,N,407030,8123936390,"LUZ DE ESPERANZA HOME CARE INC","LUZ DE ESPERANZA HOME CARE, INC",1998-02-08,PR,CORPORATION,"",P,"126 BDA FELIX CORDOVA DAVILA","STE #1",MANATI,PR,006745952,"",""
O20021206000006,MT,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1811927452,N,277090,2264340447,"BENEFIS COMMUNITY CARE, INC.","",1985-09-01,MT,CORPORATION,"",N,"1411 9TH ST S","STE 1","GREAT FALLS",MT,594054507,"",""
O20021206000012,PA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1730186560,N,397784,7517875792,"ADVANCED HOME HEALTH CARE SPECIALISTS, INC.","",2002-08-26,PA,CORPORATION,"",P,"207 W GROVE ST","",DUNMORE,PA,185092529,"",""
O20021207000003,NY,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1881708642,N,337424,8022926211,"EXCELLENT HOME CARE SERVICES, LLC","EXCELLENT HOME CARE SERVICES, LLC",2004-11-10,NY,LLC,"",P,"305 BERRY ST","",BROOKLYN,NY,112495111,"",""
O20021209000004,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1558391680,N,457264,7618884529,"CENTERWELL CERTIFIED HEALTHCARE CORP","CENTERWELL HOME HEALTH",1983-04-19,DE,CORPORATION,"",P,"9810 FM 1960 BYPASS RD W","STE 215",HUMBLE,TX,773383574,"",""
O20021210000027,IN,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1205818846,N,157530,7810805025,"INTREPID OF INDIANA, INC.","INTREPID USA HEALTHCARE SERVICES",2003-06-30,MN,CORPORATION,"",P,"2901 OHIO BLVD","STE 210-1","TERRE HAUTE",IN,478032239,"",""
O20021210000035,OR,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1740260801,N,387147,2163330374,"FIRST CALL HOME HEALTH AGENCY, LLC","",2002-10-18,OR,LLC,"",P,"2608 CASCADIA INDUSTRIAL ST SE","",SALEM,OR,973021372,"",""
O20021211000008,PA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1912035585,Y,397778,0042128266,"LOVING CARE AGENCY, INC.","AVEANNA HEALTHCARE",1993-12-07,NJ,CORPORATION,"",P,"4 NESHAMINY INTERPLEX DR","STE 204",TREVOSE,PA,190536940,"",""
O20021211000015,ID,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1063568178,N,137048,9830007053,"ASPEN HOME HEALTH PRIVATE DUTY LLC","INTEGRICARE OF EASTERN IDAHO",1997-11-24,ID,LLC,"",P,"3470 WASHINGTON PKWY","","IDAHO FALLS",ID,834047579,"",""
O20021211000022,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1003948654,N,058217,5799693917,"BRADBOURNE HEALTHCARE, INC.","BRADBOURNE HEALTHCARE, INC.",2002-06-21,CA,CORPORATION,"",P,"1109 W SAN BERNARDINO RD","STE 230",COVINA,CA,917224166,"HHA BRANCH",""
O20021212000012,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1194911610,N,059030,3476461609,"ALMITY INTERNATIONAL HOME HEALTH CARE AGENCY INC","",1998-03-25,NV,CORPORATION,"",P,"101 SPRING ST","",CLAREMONT,CA,917114930,"HHA BRANCH",""
O20021213000015,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1790870491,N,058255,8426966565,"N&D HEALTH CARE SERVICES, INC.","GRANDCARE HOME HEALTH",2012-09-19,CA,CORPORATION,"",P,"3452 E FOOTHILL BLVD","STE 700N",PASADENA,CA,911073142,"HHA BRANCH",""
O20021216000007,KS,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1568444933,N,178050,1951218817,"THE EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY","GOOD SAMARITAN SOCIETY NORTHWEST KANSAS HOME CARE",1922-09-29,ND,CORPORATION,"",N,"217 US HIGHWAY 36","","SAINT FRANCIS",KS,677565934,"",""
O20021217000031,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1710989330,N,057788,9638087703,"TORRANCE MEMORIAL MEDICAL CENTER","TORRANCE MEMORIAL HOME HEALTH",1920-10-18,CA,CORPORATION,"",N,"3121 SKYPARK DR","STE 3124",TORRANCE,CA,905055005,"",""
O20021220000013,MI,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1720013774,N,237485,9739097833,"HEALTH WISE HOME HEALTH CARE INC","",2002-08-20,MI,CORPORATION,"",P,"17401 WEST 12 MILE RD","STE A","LATHRUP VILLAGE",MI,480762135,"",""
O20021220000018,FL,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1730118027,N,107768,2860309671,"BAYADA HOME HEALTH CARE, INC.","",1975-01-17,DE,CORPORATION,"",N,"3001 EXECUTIVE DR","STE 250",CLEARWATER,FL,337625324,"",""
O20021223000012,IA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1811963648,N,167045,8628986734,"WAYNE COUNTY TREASURY","WAYNE COUNTY PUBLIC HEALTH NURSING SERVICE",1970-01-01,IA,OTHER,GOVERNMENT,N,"105 N LAFAYETTE ST","",CORYDON,IA,50060,"",""
O20021226000012,MA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1215968391,N,227224,7618884529,"CENTERWELL CERTIFIED HEALTHCARE CORP","CENTERWELL HOME HEALTH",1983-04-19,DE,CORPORATION,"",P,"95 ELM ST","STE 100","WEST SPRINGFIELD",MA,010892595,"",""
O20021226000018,NV,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1780631366,N,297091,6800704925,"FAUSTINE HOME HEALTH AGENCY INC","EXCELL HOME HEALTH SERVICES",1997-04-01,NV,CORPORATION,"",P,"6270 MCLEOD DR 100","","LAS VEGAS",NV,891204446,"HHA BRANCH",""
O20021230000021,KS,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1285635714,N,178055,3375451305,"L & C HOME HEALTH AGENCY INC","",2001-01-18,KS,CORPORATION,"",N,"1105 TAYLOR AVE","",COLBY,KS,677019058,"",""
O20021230000038,KS,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1659347433,N,177062,2264340207,"COUNTY OF SUMNER","SUMNER COUNTY HOME HEALTH AGENCY",1978-07-01,KS,OTHER,"COUNTY GOVERNMENT",N,"217 W 8TH ST","STE 2",WELLINGTON,KS,671523966,"",""
O20021231000006,PA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1215904578,N,397477,5597673533,"INTERIM HEALTH CARE SERVICES OF NE PA INC.","INTERIM HEALTHCARE SERVICES OF NEPA",1987-12-09,PA,CORPORATION,"",P,"200 3RD ST","",BLAKELY,PA,184471017,"",""
O20030102000002,UT,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1649223256,N,467025,0648188680,"APPLEGATE HOMECARE & HOSPICE LLC","APPLEGATE HOMECARE",2001-09-01,UT,LLC,"",P,"1492 E RIDGELINE DR","STE 1","SOUTH OGDEN",UT,844054103,"HHA BRANCH",""
O20030103000023,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1467536664,N,058273,7214845288,"CENTRAL HOME HEALTH CARE INC","",2002-10-02,CA,CORPORATION,"",P,"221 S VERDUGO RD","",GLENDALE,CA,912051424,"",""
O20030106000013,NY,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1114959988,N,337292,3678481660,"QC-MEDI NEW YORK, INC.","CENTERWELL HOME HEALTH",1985-07-18,NY,CORPORATION,"",P,"11849 E CORNING RD","STE 108",CORNING,NY,148303695,"",""
O20030106000017,MT,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1629135447,N,277032,2769390756,"PARTNERS IN HOME CARE INC","",1987-08-17,MT,CORPORATION,"",N,"2673 PALMER ST","STE 201",MISSOULA,MT,598081783,"HHA BRANCH",""
O20030108000030,MI,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1932142429,N,237008,8628985215,"MCLAREN HEALTH MANAGEMENT GROUP","MCLAREN HOME HEALTH",1999-10-01,MI,CORPORATION,"",N,"6465 MILLENNIUM","STE 140",LANSING,MI,489177831,"HHA BRANCH",""
O20030109000009,MI,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1023059144,N,237010,8628985215,"MCLAREN HEALTH MANAGEMENT GROUP","MCLAREN HOME HEALTH",1999-10-01,MI,CORPORATION,"",N,"1515 CAL DR","",DAVISON,MI,484239016,"",""
O20030113000014,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1770638553,N,058282,4385552272,"SERENITY HEALTH CARE, INC.","",2002-04-02,CA,CORPORATION,"",P,"1139S GRAND AVE","",GLENDORA,CA,917405013,"",""
O20030115000005,PA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1437172301,N,397004,8921916834,"VNA HOME HEALTH SERVICES","WELLSPAN VNA HOME CARE",1938-04-28,PA,CORPORATION,"",N,"540 S GEORGE ST","",YORK,PA,174012732,"",""
O20030115000011,AL,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1730118621,N,017121A,8527976877,"CENTERWELL HEALTH SERVICES CERTIFIED, INC.","CENTERWELL HOME HEALTH",1998-09-29,DE,CORPORATION,"",P,"1512 E THREE NOTCH ST","",ANDALUSIA,AL,364203454,"",""
O20030116000037,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1154308914,N,058139,8820906662,"NEW HORIZON HOME HEALTH CARE INC.","",2001-10-18,CA,CORPORATION,"",P,"815 E COLORADO ST","STE 100",GLENDALE,CA,912054523,"",""
O20030120000010,NY,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1376575977,N,337232,3678481660,"QC-MEDI NEW YORK, INC.","CENTERWELL HOME HEALTH",1985-07-18,NY,CORPORATION,"",P,"888 VETERANS MEMORIAL HWY","STE 210",HAUPPAUGE,NY,117882940,"",""
O20030120000018,VA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1811992217,N,497414,0941118707,"HOME NURSING COMPANY, INC","",1987-11-10,VA,CORPORATION,"",P,"1770 E MAIN ST","",LEBANON,VA,242663438,"",""
O20030121000013,ME,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1083792485,N,207054,1951219724,"VALLEY HOME HEALTH SERVICES LLC","","","",LLC,"",P,"19 MARSHALL AVE","APT 3",CARIBOU,ME,047362242,"HHA BRANCH",""
O20030121000016,AR,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1093747347,N,047029,7618884529,"CENTERWELL CERTIFIED HEALTHCARE CORP","CENTERWELL HOME HEALTH I",1983-04-19,DE,CORPORATION,"",P,"10825 FINANCIAL CENTRE PKWY","STE 210","LITTLE ROCK",AR,722113545,"",""
O20030124000010,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1205830635,N,557541,9537077334,"HYGIEIA HOME HEALTH INC","",1997-01-01,CA,CORPORATION,"",P,"11401 CARSON ST","STE N",LAKEWOOD,CA,907152546,"",""
O20030124000012,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1326074527,N,058201,4880502582,"AGAPE HOME HEALTH SERVICES, INC.","",2002-09-13,CA,CORPORATION,"",P,"1661 HANOVER RD","STE 226","CITY OF INDUSTRY",CA,917481614,"",""
O20030124000017,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1669560801,N,058195,3577471275,"ST.MARY'S HOME HEALTH SERVICES,INC.","ST. MARY'S HOME HEALTH SERVICES INC",2002-11-06,CA,CORPORATION,"",P,"3180 E SHIELDS AVE","STE 105",FRESNO,CA,937266900,"",""
O20030130000009,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1003970104,N,058207,9133037880,"LEGACY HEALTHCARE PROVIDERS, INC.","",2002-08-05,CA,CORPORATION,"",P,"1272 CENTER COURT DR 203","",COVINA,CA,917243667,"",""
O20030130000011,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1508816299,N,058247,5597673251,"BLUE STAR HOME HEALTH INC","",2003-01-10,CA,CORPORATION,"",P,"21731 VENTURA BLVD","STE 210","WOODLAND HILLS",CA,913645111,"",""
O20030130000019,MO,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1114984275,N,267195,5991613655,"SAINT LUKE'S HEALTH SYSTEM HOME CARE AND HOSPICE","SAINT LUKE'S HOME CARE AND HOSPICE",1978-04-01,MO,CORPORATION,"",N,"903 E 104TH ST","","KANSAS CITY",MO,641314508,"",""
O20030130000025,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1346249869,N,557722,6406764174,"SANTA CLARITA HOME HEALTH INC.","",2002-05-08,CA,CORPORATION,"",P,"22620 MARKET ST","SUITE 200","SANTA CLARITA",CA,913212933,"",""
O20030131000013,MD,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1922035880,N,217071,7618884529,"CENTERWELL CERTIFIED HEALTHCARE CORP","CENTERWELL HOME HEALTH",1983-04-19,DE,CORPORATION,"",P,"9250 RUMSEY RD","STE 200",COLUMBIA,MD,210452031,"",""
O20030131000015,VA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1225068190,N,497447,8921916602,"HASLUP ENTERPRISES LTD.","INTERIM HEALTHCARE",1990-10-23,VA,CORPORATION,"",P,"103 S PANTOPS DR","STE 205",CHARLOTTESVILLE,VA,229118617,"",""
O20030131000036,PA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1144277161,Y,397736,8325956675,"INTERIM HEALTHCARE OF PITTSBURGH, INC.","INTERIM HEALTHCARE OF ERIE",1971-12-20,PA,CORPORATION,"",P,"2206W 15TH ST","",ERIE,PA,165054510,"",""
O20030131000040,MI,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1104915511,N,237476,2062321755,"UNIVERSAL HOME HEALTH CARE,INC.","",2002-03-19,MI,CORPORATION,"",P,"24315 NORTHWESTERN HWY","STE 226",SOUTHFIELD,MI,480756815,"",""
O20030203000028,PA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1134171309,N,397255,9830008531,"ABBY HEALTH CARE, INC.","ABBY HEALTH CARE",1984-07-06,PA,CORPORATION,"",P,"287 EDISON ST","",UNIONTOWN,PA,154012582,"",""
O20030204000000,VA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1639373715,N,497485,8921917626,"CARESOUTH HHA HOLDINGS OF RICHMOND, LLC","ENHABIT HOME HEALTH",2020-02-26,DE,LLC,"",P,"12355 SUNRISE VALLEY DR","STE 230",RESTON,VA,201913492,"",""
O20030204000007,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1174577183,N,679267,3971412685,"MEDIGUARD AMERICA, INC.","LONE STAR HOME HEALTH SERVICES",2002-10-08,TX,CORPORATION,"",P,"3129 ESTERS ROAD","SUITE 101",IRVING,TX,75062,"",""
O20030205000000,MA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1104897735,Y,227011,4981513603,"VISITING NURSE ASSOCIATION AND HOSPICE OF WESTERN NEW ENGLAND, INC","BAYSTATE HOME HEALTH",1914-07-28,MA,CORPORATION,"",N,"30 CAPITAL DR","STE A","WEST SPRINGFIELD",MA,010891359,"HHA BRANCH",""
O20030205000002,MI,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1619960291,N,237473,4880503507,"MOBILITY PLUS HOME HEALTH CARE, INC.","",2002-01-16,MI,CORPORATION,"",P,"5701 CHICAGO RD","STE D",WARREN,MI,480925033,"",""
O20030207000021,MI,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1932143682,N,237165,8628985215,"MCLAREN HEALTH MANAGEMENT GROUP","MCLAREN HOME HEALTH",1999-10-01,MI,CORPORATION,"",N,"2110 16TH ST","STE 7","BAY CITY",MI,487087609,"",""
O20030210000015,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1609863836,N,679278,8628987302,"TENDER HANDS HOME HEALTHCARE, LLC","TENDER HANDS HOME HEALTHCARE",2002-10-07,TX,LLC,"",P,"12660 COIT RD","STE 200",DALLAS,TX,752511703,"",""
O20030210000017,WI,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1912901562,N,527283,8628987203,"REGAL HOME HEALTH SERVICES","REGAL HOME HEALTH SERVICES, LLC.",2002-09-26,WI,LLC,"",P,"11805 W HAMPTON AVE","STE 100",MILWAUKEE,WI,532253612,"",""
O20030210000044,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1669478020,N,058205,0749199321,"ROYAL MAJESTY HOME CARE, INC.","",2002-03-28,CA,CORPORATION,"",P,"3939 ATLANTIC AVE","STE 212","LONG BEACH",CA,908073535,"",""
O20030210000049,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1700871233,N,058135,5193634772,"INTRA CARE HOME HEALTH PROVIDERS INC","",2001-12-27,CA,CORPORATION,"",P,"4929 WILSHIRE BLVD","STE 210","LOS ANGELES",CA,900103817,"HHA BRANCH",""
O20030214000038,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1477661601,N,058222,1850200494,"NU-ERA HOME HEALTH AGENCY, INC","",2002-08-12,CA,CORPORATION,"",P,"370 AMAPOLA AVE","STE 200B",TORRANCE,CA,905017239,"",""
O20030218000022,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1255497657,N,058221,5193634764,"MEDCARE HOME HEALTH SERVICES, INC","",2002-04-05,CA,CORPORATION,"",P,"14621 TITUS ST 203","","PANORAMA CITY",CA,914027307,"",""
O20030220000019,CO,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1639173180,N,067026,6901715499,"COUNTY OF ALAMOSA","ALAMOSA COUNTY PUBLIC HEALTH DEPARTMENT",1972-02-01,CO,OTHER,"GOVERNMENT ENTITY",N,"8900 INDEPENDENCE WAY","STE B",ALAMOSA,CO,811019417,"",""
O20030224000029,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1245321751,N,058334,3375452816,"LAVANDA HOME HEALTH CARE AGENCY INC","",2002-11-15,CA,CORPORATION,"",P,"3033 N AVON ST","UNIT A",BURBANK,CA,915042014,"",""
O20030224000034,CO,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1245249200,N,067193,7911816459,"ARGUS HOME CARE INC","",1989-09-29,CO,CORPORATION,"",P,"821 DESERT FLOWER BLVD","",PUEBLO,CO,810011146,"",""
O20030225000021,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1114947660,N,058243,8820907371,"HOME CARE EXCELLENCE HEALTH SERVICES, INC","",2002-07-26,CA,CORPORATION,"",P,"10900 183RD ST","STE 190",CERRITOS,CA,907035346,"",""
O20030226000010,VA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1336128636,N,497081,2567370851,"PERSONAL TOUCH HOME CARE OF VA, INC","PERSONAL TOUCH HOME CARE OF INDIANA, INC.","","",CORPORATION,"",P,"11817 CANON BLVD","STE 600","NEWPORT NEWS",VA,236064519,"",""
O20030226000020,NC,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1093738072,N,347075,7618884529,"CENTERWELL CERTIFIED HEALTHCARE CORP","CENTERWELL HOME HEALTH",1983-04-19,DE,CORPORATION,"",P,"1000 REVOLUTION MILL DR","STE 1",GREENSBORO,NC,274055083,"",""
O20030228000007,UT,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1598749798,N,467207,8325957707,"AXIS IN-HOME, INC","",2002-11-01,UT,CORPORATION,"",P,"763 TECHNOLOGY AVE","STE F11-20",OREM,UT,840976208,"",""
O20030228000009,CO,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1497748024,N,067415,9234048612,"COMPLETE HOME HEALTH CARE, LLC","",2001-01-29,CO,LLC,"",P,"1500 KANSAS AVE","UNIT A-B",LONGMONT,CO,805016500,"",""
O20030228000021,GA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1891725693,N,117132,7618884529,"CENTERWELL CERTIFIED HEALTHCARE CORP","CENTERWELL HOME HEALTH",1983-04-19,DE,CORPORATION,"",P,"1303 HIGHTOWER TRL","STE 105",ATLANTA,GA,303502919,"",""
O20030303000019,VA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1841240843,N,497572,0143139543,"S & S HEALTH CARE, INC","INTERIM HEALTHCARE",1989-05-22,VA,CORPORATION,"",P,"20566 TIMBERLAKE RD","STE C",LYNCHBURG,VA,245027221,"",""
O20030303000021,VA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1124078886,N,497573,0143139543,"S & S HEALTH CARE, INC","INTERIM HEALTH CARE",1989-05-22,VA,CORPORATION,"",P,"100 ARBOR DR","STE 108",CHRISTIANSBURG,VA,240736585,"",""
O20030304000007,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1992783765,N,058184,4183533599,"HOPE PROFESSIONAL SERVICES INC","",2000-07-27,CA,CORPORATION,"",P,"11731 STERLING AVE","STE C",RIVERSIDE,CA,925034958,"HHA BRANCH",""
O20030304000009,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1780638841,N,058321,6901715317,"COMPREHENSIVE HEALTH CARE INC.","",2001-12-28,CA,CORPORATION,"",P,"3440 WILSHIRE BLVD","STE 1108","LOS ANGELES",CA,900102280,"",""
O20030304000020,VA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1073530846,N,497264,8921916602,"HASLUP ENTERPRISES LTD.","INTERIM HEALTHCARE",1990-10-23,VA,CORPORATION,"",P,"516 S INDEPENDENCE BLVD","STE 106","VIRGINIA BEACH",VA,234521153,"",""
O20030306000005,PA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1033213186,N,397183,8325956675,"INTERIM HEALTHCARE OF PITTSBURGH, INC.","",1971-12-20,PA,CORPORATION,"",P,"1789 S BRADDOCK AVE","STE 220",PITTSBURGH,PA,152181871,"",""
O20030306000006,IA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1699768960,N,167056A,3971412313,"GREENBELT HOME CARE","HARDIN COUNTY PUBLIC HEALTH",1998-08-12,IA,CORPORATION,"",N,"1707 21ST ST","",ELDORA,IA,506271513,"HHA BRANCH",""
O20030307000025,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1023105194,N,058294,6204745557,"OUTREACH HOME HEALTH SERVICES, INC","",2002-12-26,CA,CORPORATION,"",P,"1170 DURFEE AVE","STE J","SOUTH EL MONTE",CA,917334400,"HHA BRANCH",""
O20030307000044,PA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1720082290,N,397786,1052220316,"AT HOME REHAB LLC","",2002-09-12,PA,LLC,"",P,"542 STREET RD","",SOUTHAMPTON,PA,189663747,"",""
O20030307000048,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1205806007,N,058227,0042129306,"CORINTHIAN HEALTH CARE SERVICES, INC.","",2002-11-06,CA,CORPORATION,"",P,"6903 RESEDA BLVD","",RESEDA,CA,913354207,"",""
O20030312000009,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1073671657,N,679259,6204745516,"RIVERCREST HOME HEALTH CARE, INC.","ELITE HOME HEALTH",2002-10-16,TX,CORPORATION,"",P,"3131 BELL ST","STE 211",AMARILLO,TX,791065030,"",""
O20030312000017,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1992791123,N,679307,5698684900,"AMISTAD HOMECARE, INC.","",2002-10-02,TX,CORPORATION,"",P,"3519 PAESANOS PKWY","STE 101","SAN ANTONIO",TX,782311265,"",""
O20030312000018,OK,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1699755959,N,377656,7214846534,"HEALTHCARE INNOVATIONS OF WESTERN OKLAHOMA, LLC","ENHABIT HOME HEALTH OF WESTERN OKLAHOMA",2002-07-29,TX,LLC,"",P,"1405 E MAIN ST","",WEATHERFORD,OK,730965722,"",""
O20030312000019,MA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1881694503,N,227433,8123937448,"CAPUANO HOME HEALTH CARE, INC","",1996-05-20,MA,CORPORATION,"",P,"265 BENTON DRIVE # 201","","EAST LONGMEADOW",MA,010283209,"HHA BRANCH",""
O20030313000007,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1699742601,N,058242,3971412206,"SIERRA HOME HEALTHCARE SERVICES, INC.","PRL HOME CARE CONSULTING INC","","",CORPORATION,"",P,"2064 MARENGO ST","# 400","LOS ANGELES",CA,900331353,"",""
O20030314000023,KY,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1730112418,N,187095,7618884529,"CENTERWELL CERTIFIED HEALTHCARE CORP","CENTERWELL HOME HEALTH",1983-04-19,DE,CORPORATION,"",P,"1300 E NEW CIRCLE RD","STE 180",LEXINGTON,KY,405054259,"",""
O20030314000028,KS,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1205832987,N,178008,0941119283,"SPECTRUM PRIVATE CARE SERVICES, INC.","AQUINAS HOME HEALTH",1993-05-10,KS,CORPORATION,"",P,"7734 HEDGE LANE TER","",SHAWNEE,KS,662273017,"",""
