"ENROLLMENT ID","ENROLLMENT STATE","PROVIDER TYPE CODE","PROVIDER TYPE TEXT",NPI,"MULTIPLE NPI FLAG",CCN,"ASSOCIATE ID","ORGANIZATION NAME","DOING BUSINESS AS NAME","INCORPORATION DATE","INCORPORATION STATE","ORGANIZATION TYPE STRUCTURE","ORGANIZATION OTHER TYPE TEXT",PROPRIETARY_NONPROFIT,"ADDRESS LINE 1","ADDRESS LINE 2",CITY,STATE,"ZIP CODE","PRACTICE LOCATION TYPE","LOCATION OTHER TYPE TEXT"
O20100602000269,IA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1649244401,N,167073,1951357672,"TRINITY HOME HEALTH SERVICES","MERCYONE SIOUXLAND HOME CARE",1985-10-03,MI,CORPORATION,"",N,"801 5TH ST","# 320","SIOUX CITY",IA,511011326,"",""
O20100602000393,OH,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1912130881,N,368371,1355470295,"MR HOMECARE OF CLEVELAND OH INC","",2009-06-17,OH,CORPORATION,"",P,"6005 LANDERHAVEN DRIVE  UNIT D2","","MAYFIELD HTS",OH,44124,"",""
O20100602000603,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1851360861,N,679275,8729117684,"DOMINION CARE MANAGEMENT GROUP LLC.","ELARA CARING",2001-11-21,TX,LLC,"",P,"7550 IH-10 WEST","SUITE 720","SAN ANTONIO",TX,78229,"",""
O20100602000857,OH,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1376868604,N,368336,2466581343,"EXCEL HOME HEALTH PLUS LLC","",2010-03-16,OH,LLC,"",P,"163 N SANDUSKY ST","STE 201",DELAWARE,OH,430151771,"",""
O20100603000136,MI,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1992029417,N,239176,0749319549,"ABF HOME HEALTH SERVICES LLC","ALL ABOUT FAMILY HOME HEALTH SERVICES LLC",2010-04-20,MI,LLC,"",P,"198S MAIN ST 1","","MOUNT CLEMENS",MI,480437917,"HHA BRANCH",""
O20100603000433,IN,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1528160736,N,157313,2365424348,"ST MARY MEDICAL CENTER INC","HOME HEALTH OF ST MARY MEDICAL CENTER",1996-11-14,IN,CORPORATION,"",N,"1437 S LAKE PARK AVE","",HOBART,IN,463426635,"",""
O20100603000897,FL,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1629397096,N,107272,3779474457,"DESOTO COUNTY HOSPITAL DISTRICT","DESOTO MEMORIAL HOME HEALTHCARE",1985-09-24,FL,CORPORATION,"",N,"900 N ROBERT AVE","",ARCADIA,FL,342668712,"HHA BRANCH",""
O20100604000069,OH,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1861727448,N,368332,5496884272,"ACUTE NURSING CARE LLC","","","",LLC,"",P,"64979 OLD TWENTY ONE RD","",CAMBRIDGE,OH,437259619,"",""
O20100604000091,NY,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1457406621,Y,337009,3779496021,"MONTEFIORE MEDICAL CENTER","",1884-07-23,NY,CORPORATION,"",N,"1 FORDHAM PLZ","RM 1100",BRONX,NY,104585871,"HHA BRANCH",""
O20100604000200,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1326043043,N,679032,2769511559,"CARDIAC CARE OF TEXAS PLLC","",2000-08-04,TX,OTHER,PLLC,P,"1116 OAK VALLEY RD","",BURLESON,TX,760286274,"",""
O20100604000223,NJ,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1982921433,N,317050,2860309671,"BAYADA HOME HEALTH CARE, INC.","",1975-01-17,DE,CORPORATION,"",N,"5901 W SIDE AVE","STE 502B","NORTH BERGEN",NJ,070476451,"",""
O20100607000154,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1831327014,N,747574,1759411432,"MIRAGE HEALTHCARE SERVICES INC","",2009-07-01,TX,CORPORATION,"",P,"2825 WILCREST DR","STE 621",HOUSTON,TX,770426059,"",""
O20100607000456,IL,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1346471422,N,148201,0547390254,"AFTER CARE HOME HEALTH INC.","",2008-10-09,IL,CORPORATION,"",P,"4255 WESTBROOK DR","STE 208",AURORA,IL,605048125,"",""
O20100607000642,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1164659587,N,747609,5597895219,"BRUSH COUNTRY HOME HEALTH, INC.","",2009-06-10,TX,CORPORATION,"",P,"4414 CENTERVIEW","STE 150","SAN ANTONIO",TX,782281404,"",""
O20100607000867,AL,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1912946708,N,017323,2668365859,"MONROE COUNTY HEALTH CARE AUTHORITY","MCH PROGRESSIVE HOME CARE","","",OTHER,"HEALTHCARE AUTHORITY",N,"2016 S ALABAMA AVE","",MONROEVILLE,AL,364603044,"HHA BRANCH",""
O20100608000110,IN,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1033445895,N,157624,7012047772,"PHYSIOCARE HOME HEALTHCARE LLC","",2009-10-09,IN,LLC,"",P,"1440 INNOVATION PL","","WEST LAFAYETTE",IN,479061000,"",""
O20100608000174,IL,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1750515581,N,148310,7416087184,"CORLAN HOME HEALTH INC","",2007-07-12,IL,CORPORATION,"",P,"415 W GOLF RD","SUITE 46","ARLINGTON HEIGHTS",IL,600053923,"HHA BRANCH",""
O20100608000288,OH,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1225261993,N,368357,3072643642,"INCARE HOME HEALTH NORTHERN OHIO","",2009-08-25,OH,LLC,"",P,"600 E SMITH RD","",MEDINA,OH,442562666,"",""
O20100608000354,LA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1689659484,N,197210,6204966872,"HAVEN HOME HEALTH, INC.","",1985-08-05,LA,CORPORATION,"",P,"4404 OLD STERLINGTON RD","STE 106 & STE 108",MONROE,LA,712032451,"HHA BRANCH",""
O20100608000483,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1881835585,N,747408,3476683053,"SIXRSIG LLC","SAN ANTONIO HOME HEALTH",2009-03-12,ID,LLC,"",P,"85 NE LOOP 410","STE 607","SAN ANTONIO",TX,782165866,"",""
O20100608000519,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1073749305,N,747435,8628108214,"LOVING CARE LLC","ALPHA CARE HOME HEALTH",2009-05-21,TX,LLC,"",N,"8632 FREDERICKSBURG RD","STE 220","SAN ANTONIO",TX,78240,"",""
O20100609000913,IL,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1417188426,N,148250,9032249529,"MID AMERICA HOME HEALTH CARE, INC.","",2007-05-07,IL,CORPORATION,"",P,"1919 S HIGHLAND AVE","STE 137",LOMBARD,IL,601486153,"",""
O20100610000734,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1336119619,N,677672,0244360600,"COOK CHILDREN'S HOME HEALTH","",2000-09-06,TX,CORPORATION,"",N,"1101 W VICKERY BLVD","","FORT WORTH",TX,761041025,"HHA BRANCH",""
O20100611000146,WI,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1447257928,N,337212,2062568827,"VISITING NURSE SERVICE OF ITHACA AND TOMPKINS COUNTY INC","",1983-09-06,NY,CORPORATION,"",N,"138 CECIL MALONE DRIVE","",ITHACA,NY,148505124,"HHA BRANCH",""
O20100611000494,MO,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1669519542,N,267216,3274432802,"STE GENEVIEVE COUNTY MEMORIAL HOSPITAL","STE GENEVIEVE COUNTY MEMORIAL HOSPITAL HOME HEALTH AGENCY",1969-04-01,MO,OTHER,"POLITICAL SUBDIVISION",N,"990 PARK DR","","STE GENEVIEVE",MO,636701539,"HHA BRANCH",""
O20100611000636,OH,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1144545708,N,368339,1355471608,"STAY WELL HOME HEALTH, LLC","",2010-03-10,OH,LLC,"",P,"4000 EXECUTIVE PARK DR","STE 225",CINCINNATI,OH,452414009,"",""
O20100614000497,FL,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1548346828,N,108323,6002836707,"VITAL HEALTH SERVICES, INC","",2004-08-11,FL,CORPORATION,"",P,"8600 NW SOUTH RIVER DR","STE 125",MEDLEY,FL,331667445,"",""
O20100614000531,VA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1831414192,N,497675,6608770151,"SENTARA ENTERPRISES","SENTARA HOME CARE SERVICES",1982-10-26,VA,CORPORATION,"",N,"3800 FETTLER PARK DR","STE 102",DUMFRIES,VA,220252043,"",""
O20100615000143,VA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1588696181,N,497263,5193855369,"EDMARC INC.","EDMARC HOSPICE FOR CHILDREN",1978-11-28,VA,CORPORATION,"",N,"516 LONDON ST","",PORTSMOUTH,VA,237042510,"",""
O20100615000153,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1588800320,N,747554,1456481621,"X-TRA HEALTHCARE SERVICES, INC","",2008-07-01,TX,CORPORATION,"",P,"777 S CENTRAL EXPY","STE 7H",RICHARDSON,TX,750807422,"",""
O20100615000212,OH,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1790716553,N,367087,8325043383,"SOUTHERN OHIO MEDICAL CENTER","SOMC HOME HEALTH SERVICES",1954-01-22,OH,CORPORATION,"",N,"2201 25TH ST","",PORTSMOUTH,OH,456623259,"HHA BRANCH",""
O20100615000296,OH,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1942530084,N,367744,7315077591,"KENWOOD INVESTMENTS COMPANY LLC","ANGELS ABOVE AND BEYOND HOME HEALTH SERVICES",2009-12-23,OH,LLC,"",P,"8320 BEECHMONT AVE","",CINCINNATI,OH,452553146,"HHA BRANCH",""
O20100615000324,MT,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1437159035,N,277087,4789608704,"EASTERSEALS-GOODWILL NORTHERN ROCKY MOUNTAIN, INC","MEDALLION HOME CARE",1947-08-29,MT,CORPORATION,"",N,"425 1ST AVE N","","GREAT FALLS",MT,594012507,"",""
O20100615000512,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1972831717,N,673127,8123083490,"HALLMARK HOMECARE, L.P.","ENHABIT HOME HEALTH",2000-07-05,TX,PARTNERSHIP,"",P,"1920 BIRDCREEK DR","STE 100A",TEMPLE,TX,765021001,"",""
O20100615000534,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1093718884,N,057002,3375553787,"CENTRAL COAST VNA & HOSPICE INC","",1951-09-14,CA,CORPORATION,"",N,"5 LOWER RAGSDALE DR","",MONTEREY,CA,939405817,"HHA BRANCH",""
O20100615000636,MS,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1649295684,N,257115,9638209844,"MID-DELTA HOME HEALTH, INC.","",1978-03-15,MS,CORPORATION,"",P,"405 N HAYDEN ST","",BELZONI,MS,390383639,"",""
O20100615000642,FL,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1609220862,N,109672,9436045143,"A&B HOME HEALTH INC","",2003-02-21,FL,CORPORATION,"",P,"6169 MIAMI LAKES DRIVE EAST","","MIAMI LAKES",FL,330142408,"",""
O20100615000661,MN,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1831298702,Y,247110,2668370966,"CHILDREN'S HEALTH CARE","CHILDREN'S HOSPITALS AND CLINICS OF MINNESOTA",1994-06-14,MN,CORPORATION,"",N,"2525 CHICAGO AVE","",MINNEAPOLIS,MN,554044518,"HHA BRANCH",""
O20100615000780,OH,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1891864310,N,367608,5991835118,"JUDSON CARE CENTER INC.","JUDSON HOME CARE CINCINNATI",1987-02-23,OH,CORPORATION,"",N,"2373 HARRISON AVE","",CINCINNATI,OH,452117927,"HHA BRANCH",""
O20100616000011,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1841422375,N,747522,2062542194,"ASTER HOME HEALTHCARE, LLC","",2009-05-28,TX,LLC,"",P,"2410 LUNA RD","STE 208",CARROLLTON,TX,750066538,"HHA BRANCH",""
O20100616000334,LA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1407911068,N,197729,8628136397,"SMART HEALTH CARE, INC","",1997-01-27,LA,CORPORATION,"",P,"6135 FAIRFIELD AVENUE","",SHREVEPORT,LA,711062714,"",""
O20100616000414,MT,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1689641284,N,277060,5991613598,"LIVINGSTON HEALTHCARE","LIVINGSTON HEALTHCARE HOME HEALTH AND HOSPICE",1946-12-24,MT,CORPORATION,"",N,"320 ALPENGLOW LN","",LIVINGSTON,MT,590478506,"",""
O20100616000500,CT,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1013230499,N,077248,4284764358,"KEEPMEHOME LLC",KEEPMEHOME,2010-02-04,CT,LLC,"",P,"1340 WORTHINGTON RDG","",BERLIN,CT,060373208,"HHA BRANCH",""
O20100617000192,VA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1124356514,N,497665,8820177405,"WESTMINSTER-CANTERBURY OF LYNCHBURG, INC.","WESTMINSTER AT HOME",1975-05-23,VA,CORPORATION,"",N,"3311 OLD FOREST RD 201","",LYNCHBURG,VA,245012912,"",""
O20100617000877,IA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1144351032,N,167119,1355230293,"VETERANS MEMORIAL HOSPITAL CITY OF WAUKON IA","VMH COMMUNITY & HOME CARE","","",OTHER,COUNTY-OWNED,N,"40 1ST ST SE","",WAUKON,IA,521722022,"",""
O20100618000051,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1669619300,N,747454,8820128804,"PARKER HEALTH CARE SERVICES INC","",2009-01-07,TX,CORPORATION,"",P,"2305 OAK LANE","SUITE 211","GRAND PRAIRIE",TX,750518241,"",""
O20100618000557,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1598702946,N,453112,2466582382,"DOVE HOME CARE LLC","",2003-12-18,TX,LLC,"",P,"4105 W SPRING CREEK PKWY","STE 612",PLANO,TX,750245283,"",""
O20100621000229,IL,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1851591010,N,147878,3870623754,"INNOVATIVE SENIOR CARE HOME HEALTH OF CHICAGO, LLC","LHC - ILLINOIS HOME HEALTH CARE OF NAPERVILLE",2009-09-21,TN,LLC,"",P,"1560 WALL ST","STE 207",NAPERVILLE,IL,605631146,"",""
O20100621000416,VA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1659411981,N,497541,1557491446,"HOME & HEART HEALTH INC","",1997-01-14,VA,CORPORATION,"",P,"701 KENMORE AVE","STE 101A",FREDERICKSBURG,VA,224015737,"",""
O20100622000172,NY,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1699772343,N,337251,3274632534,"MCAULEY SETON HOME CARE CORPORATION","",1988-04-26,NY,CORPORATION,"",N,"144 GENESEE ST 2","",BUFFALO,NY,142031560,"",""
O20100622000442,WI,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1376523548,N,527257,5698806560,"AFFILIATED HOME HEALTH CARE INC","",1992-07-02,WI,CORPORATION,"",P,"6737 W WASHINGTON ST","STE 2211","WEST ALLIS",WI,532145642,"",""
O20100622000715,PA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1942255237,N,397282,9133250913,"HOME HEALTH SPECIALISTS LLC","FAMILY FIRST HOMECARE OF PENNSYLVANIA",2022-05-31,PA,LLC,"",P,"349 W STATE ST","",MEDIA,PA,190632615,"",""
O20100622000818,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1063744688,N,059310,2961303466,"ACES HOME HEALTHCARE SERVICES, INC.","",2003-07-10,CA,CORPORATION,"",P,"4959 PALO VERDE ST","STE 102B",MONTCLAIR,CA,917632339,"",""
O20100623000272,WI,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1831115732,N,247040,5890602882,ECUMEN,"ECUMEN HOME CARE- LAKESHORE",1923-11-30,MN,CORPORATION,"",N,"4000 LONDON RD","",DULUTH,MN,558042220,"HHA BRANCH",""
O20100623000373,VA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1760709638,N,497598,4183755911,"CARESOUTH HHA HOLDINGS OF VIRGINIA LLC","ENHABIT HOME HEALTH",2010-04-23,GA,LLC,"",P,"34 MEDICAL PARK BLVD","STE G-H",PETERSBURG,VA,238059283,"",""
O20100623000811,IL,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1548335862,N,147065,5991712499,"COUNTY OF PIKE","PIKE COUNTY HEALTH DEPARTMENT","","",OTHER,"LOCAL GOVERNMENT",N,"606 W ADAMS ST","",PITTSFIELD,IL,623631308,"HHA BRANCH",""
O20100623000880,IL,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1457376253,N,147783,3779567490,"ALL FAMILY HEALTH CARE INC","",2003-03-24,IL,CORPORATION,"",P,"6413 N KINZUA AVE","STE 2",CHICAGO,IL,606462854,"",""
O20100624000146,MA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1881913424,N,227532,4183755879,"CENTRAL HOME HEALTH CARE, INC","","","",CORPORATION,"",P,"687 HIGHLAND AVENUE","THIRD FLOOR, SUITE 13",NEEDHAM,MA,024942232,"HHA BRANCH",""
O20100624000511,VA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1811993686,N,497478,3173654894,"CARING NURSES ADVOCATES FOR PATIENTS LTD","",2002-03-12,VA,LLC,"",P,"10875 MAIN ST","STE 201",FAIRFAX,VA,220304732,"",""
O20100624000688,NE,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1407185143,N,287139,3779614417,"ZUTAN HOME HEALTHCARE, INC.","",2008-04-18,NE,CORPORATION,"",P,"3909 CUMING ST","STE 203",OMAHA,NE,681311225,"",""
O20100624000959,MI,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1972536290,N,237164,5395876056,"SPARROW COMMUNITY CARE","SPARROW HOME CARE",1984-06-12,MI,CORPORATION,"",N,"3301 E MICHIGAN AVE","STE A",LANSING,MI,489124641,"",""
O20100628000075,IL,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1023227923,N,147642,2163553637,"NATIONAL HOME HEALTH CARE SERVICES, INC","",1995-05-04,IL,CORPORATION,"",P,"6625 N MILWAUKEE AVE","",NILES,IL,607144416,"",""
O20100628000369,MN,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1215247887,N,247209,2860309671,"BAYADA HOME HEALTH CARE, INC.","",1975-01-17,DE,CORPORATION,"",N,"3033 CAMPUS DR","STE E280",PLYMOUTH,MN,554412651,"",""
O20100628000650,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1104150531,N,679628,8921139445,"SIGNATURE HOMECARE SERVICES, TEXAS LLC","AT HOME QUALITY CARE-HOUSTON","","",LLC,"",P,"8300 CYPRESS CREEK PKWY","STE 350",HOUSTON,TX,770705699,"",""
O20100701000165,IN,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1467684266,N,157621,4284765504,"BETTER LIVING HOME HEALTH CARE INC","",2009-02-25,IN,CORPORATION,"",P,"2040 WASHINGTON AVE","",EVANSVILLE,IN,477142234,"",""
O20100701000217,CT,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1720080690,N,077074,2769544170,"VISITING NURSE & HOSPICE OF FAIRFIELD COUNTY INC","",1939-05-01,CT,CORPORATION,"",N,"22 DANBURY RD","STE 1",WILTON,CT,068974307,"",""
O20100701000334,NY,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1760489405,N,337181,3274664594,"TWIN TIER HOME HEALTH, INC.","",1980-10-31,NY,CORPORATION,"",N,"601 RIVERSIDE DR","","JOHNSON CITY",NY,137902544,"",""
O20100701000556,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1013151570,N,059288,2466583612,"TOP CHOICE HOME HEALTHCARE, INC.","",2009-03-20,CA,CORPORATION,"",P,"539 N GLENOAKS BLVD","STE 201",BURBANK,CA,915023208,"",""
O20100702000038,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1235373432,N,747476,6204967474,"KINGS HEALTH CARE LLC.","","","",LLC,"",P,"9550 SKILLMAN STREET","SUITE 102",DALLAS,TX,752438261,"",""
O20100703000032,NJ,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1174588925,N,317008,5991833105,"VALLEY HOME CARE INC.","VALLEY HOSPICE",1986-01-24,NJ,CORPORATION,"",N,"15 ESSEX RD 301","",PARAMUS,NJ,076521457,"HHA BRANCH",""
O20100706000050,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1225363591,N,747437,0244361350,"LAKE HOUSTON HOME HEALTH SERVICES, PLLC","LAKE HOUSTON HOME HEALTH","","",LLC,"",P,"12238 FM 1960 EAST","",HUFFMAN,TX,773364665,"",""
O20100706000082,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1417102039,N,059301,8123159233,"DEPENDABLE NURSING LLC","",2008-12-23,CA,CORPORATION,"",P,"5055 AVENIDA ENCINAS","STE 120",CARLSBAD,CA,920084375,"",""
O20100706000087,NH,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1164592085,N,307049,1759412869,"INTERIM HEALTHCARE OF THE NEAST, LLC","INTERIM HEALTHCARE",1979-04-12,NH,LLC,"",P,"608 CHESTNUT STREET","",MANCHESTER,NH,031051780,"HHA BRANCH",""
O20100706000233,FL,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1821229832,N,109621,8022168616,"ADVANTAGE HOME CARE INC","",2008-03-24,FL,CORPORATION,"",P,"28805 US HIGHWAY 19 N","",CLEARWATER,FL,337612583,"HHA BRANCH",""
O20100706000394,NY,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1073016952,N,337150,0648169185,"COUNTY OF ORANGE","THE VALLEY VIEW CERTIFIED HOME HEALTH AGENCY",1968-03-28,NY,OTHER,GOVERNMENT,N,"2 GLENMERE COVE RD","",GOSHEN,NY,109246059,"",""
O20100706000764,ID,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1831182278,N,137093,3476684549,"MULTICARE HOME HEALTH SERVICES, INC.","",1999-11-29,ID,CORPORATION,"",P,"324 S MERIDIAN RD","STE 10",MERIDIAN,ID,836422900,"",""
O20100707000352,OR,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1770562670,N,387000,9032011903,"COUNTY OF HARNEY","HARNEY COUNTY HOME HEALTH AND HOSPICE","","",OTHER,"COUNTY COURT OWNED",P,"415N FAIRVIEW AVE","",BURNS,OR,977201417,"HHA BRANCH",""
O20100708000593,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1699009803,N,458261,6901937960,"INTEGRITY FAMILY HOME CARE L.L.C.","CHOICE HOMECARE","",TX,LLC,"",P,"1409 S BECKHAM AVE","STE B",TYLER,TX,757013326,"HHA BRANCH",""
O20100708000847,CA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1669791646,N,059437,0749311728,"PANACEA GROUP INC","",2009-09-25,CA,CORPORATION,"",P,"3786 LA CRESCENTA AVE","STE 105",GLENDALE,CA,912081009,"HHA BRANCH",""
O20100708000960,SD,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1457471757,N,437008,2769393388,"HURON REGIONAL MEDICAL CENTER INC","",1978-07-01,SD,CORPORATION,"",N,"172 4TH ST SE","",HURON,SD,573502510,"HHA BRANCH",""
O20100708000990,MI,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1194045344,N,239181,0648301630,"ALPHA HOME CARE LLC","",2010-05-04,MI,LLC,"",P,"1050 W UNIVERSITY DR","STE 1",ROCHESTER,MI,483071877,"",""
O20100712000019,CT,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1518107960,N,077247,6901706332,"JEWISH HOME FOR THE ELDERLY OF FAIRFIELD COUNTY INCORPORATED","MOZAIC HOMECARE & HOSPICE",1967-08-07,CT,CORPORATION,"",N,"4200 PARK AVE","",BRIDGEPORT,CT,066041049,"HHA BRANCH",""
O20100712000037,NY,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1992700165,Y,337019,0446382402,"VISITING NURSE ASSOCIATION OF ALBANY, INC.","VNA HOME HEALTH",1897-01-01,NY,CORPORATION,"",N,"35 COLVIN AVE","",ALBANY,NY,122061103,"HHA BRANCH",""
O20100712000604,MN,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1215043633,N,247215,5597725168,"SANFORD HEALTH OF NORTHERN MINNESOTA","SANFORD BEMIDJI HOME CARE",1975-11-11,MN,CORPORATION,"",N,"3201 PINE RIDGE AVE NW","STE A",BEMIDJI,MN,566015101,"HHA BRANCH",""
O20100713000269,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1437388824,N,747631,5890827729,"PRISTINE HOME HEALTH SERVICES, INC","",2008-09-30,TX,CORPORATION,"",P,"3913 ROCKWOOD DR","",PLANO,TX,750747796,"",""
O20100713000409,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1235373267,N,747467,1153453097,"FOUR SEASONS HOME HEALTH SERVICES INC.","FOUR SEASONS HOME HEALTH SERVICES, INC",2008-12-01,TX,CORPORATION,"",P,"9304 FOREST LANE","SUITRE S201",DALLAS,TX,75243,"",""
O20100714000400,TX,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1093945701,N,747530,9830221639,"BETHEL AMERICA HEALTH CARE LLC","",2009-07-20,TX,LLC,"",P,"11104 W. AIRPORT BLVD.","SUITE 107",STAFFORD,TX,77477,"",""
O20100714000781,NY,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1043213283,N,337056,8820120652,"JEFFERSON COUNTY","","",NY,OTHER,GOVERNMENT,N,"531 MEADE ST","",WATERTOWN,NY,136011225,"",""
O20100714000875,MI,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1124176839,N,237414,0042342883,"ACE HOME CARE NETWORK INC","",1995-12-01,MI,CORPORATION,"",P,"8424 E 12 MILE RD","STE B5",WARREN,MI,480932741,"",""
O20100715000333,GA,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1538191820,N,117133,5991614760,"PEDIATRIC SERVICES OF AMERICA, LLC","AVEANNA HEALTHCARE",2020-12-28,GA,LLC,"",P,"4408 COLUMBIA ROAD","UNITS 100 & 102",MARTINEZ,GA,309074555,"",""
O20100715000650,UT,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1053638924,N,467316,6800928508,"CASCADE SPRINGS HOME HEALTHCARE","",2010-04-26,UT,LLC,"",P,"1795 CHELEMES WAY","",CLEARFIELD,UT,840156298,"",""
O20100715000889,NV,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1518296243,N,297182,4981736600,"G & G HOME HEALTH CARE SERVICES LLC","",2009-08-20,NV,LLC,"",P,"5450 W SAHARA AVE","STE 250","LAS VEGAS",NV,891460383,"HHA BRANCH",""
O20100716000620,IL,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1174846943,N,148339,8224160809,"VOLNIK HOME HEALTHCARE INC","",2009-11-12,IL,CORPORATION,"",P,"8430 GROSS POINT RD","STE 104",SKOKIE,IL,600772034,"",""
O20100719000136,IL,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1477881746,N,148227,2365574993,"BETTER CARE HOME HEALTH INC","",2007-10-31,IL,CORPORATION,"",P,"2340 S RIVER RD","STE 114","DES PLAINES",IL,600183222,"",""
O20100719000417,ID,00-06,"PART A PROVIDER - HOME HEALTH AGENCY",1356669675,N,137014,8426180977,"LHCG XVII, LLC","IDAHO HOME HEALTH & HOSPICE",2010-04-22,ID,LLC,"",P,"722 N COLLEGE RD","STE 150","TWIN FALLS",ID,833013485,"",""
